"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"800","SERIES ADDED ENTRY--PERSONAL NAME","SERIES ADDED ENTRY--PERSONAL NAME","1","0","0","","","","ILL"
"810","SERIES ADDED ENTRY--CORPORATE NAME","SERIES ADDED ENTRY--CORPORATE NAME","1","0","0","","","","ILL"
"811","SERIES ADDED ENTRY--MEETING NAME","SERIES ADDED ENTRY--MEETING NAME","1","0","0","","","","ILL"
"830","SERIES ADDED ENTRY--UNIFORM TITLE","SERIES ADDED ENTRY--UNIFORM TITLE","1","0","0","","","","ILL"
"840","SERIES ADDED ENTRY--TITLE [OBSOLETE]","SERIES ADDED ENTRY--TITLE [OBSOLETE]","1","0","0","","","","ILL"
"841","HOLDINGS CODED DATA VALUES","HOLDINGS CODED DATA VALUES","0","0","0","","","","ILL"
"842","TEXTUAL PHYSICAL FORM DESIGNATOR","TEXTUAL PHYSICAL FORM DESIGNATOR","0","0","0","","","","ILL"
"843","REPRODUCTION NOTE","REPRODUCTION NOTE","1","0","0","","","","ILL"
"844","NAME OF UNIT","NAME OF UNIT","0","0","0","","","","ILL"
"845","TERMS GOVERNING USE AND REPRODUCTION NOTE","TERMS GOVERNING USE AND REPRODUCTION NOTE","1","0","0","","","","ILL"
"850","HOLDING INSTITUTION","HOLDING INSTITUTION","1","0","0","","","","ILL"
"851","LOCATION [OBSOLETE]","LOCATION [OBSOLETE]","1","0","0","","","","ILL"
"852","LOCATION/CALL NUMBER","LOCATION/CALL NUMBER","1","0","0","","","","ILL"
"853","CAPTIONS AND PATTERN--BASIC BIBLIOGRAPHIC UNIT","CAPTIONS AND PATTERN--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","ILL"
"854","CAPTIONS AND PATTERN--SUPPLEMENTARY MATERIAL","CAPTIONS AND PATTERN--SUPPLEMENTARY MATERIAL","1","0","0","","","","ILL"
"855","CAPTIONS AND PATTERN--INDEXES","CAPTIONS AND PATTERN--INDEXES","1","0","0","","","","ILL"
"856","ELECTRONIC LOCATION AND ACCESS","ELECTRONIC LOCATION AND ACCESS","1","0","0","","","","ILL"
"859","LOCAL CONTROL INFORMATION (RLIN)","LOCAL CONTROL INFORMATION (RLIN)","1","0","0","","","","ILL"
"863","ENUMERATION AND CHRONOLOGY--BASIC BIBLIOGRAPHIC UNIT","ENUMERATION AND CHRONOLOGY--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","ILL"
"864","ENUMERATION AND CHRONOLOGY--SUPPLEMENTARY MATERIAL","ENUMERATION AND CHRONOLOGY--SUPPLEMENTARY MATERIAL","1","0","0","","","","ILL"
"865","ENUMERATION AND CHRONOLOGY--INDEXES","ENUMERATION AND CHRONOLOGY--INDEXES","1","0","0","","","","ILL"
"866","TEXTUAL HOLDINGS--BASIC BIBLIOGRAPHIC UNIT","TEXTUAL HOLDINGS--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","ILL"
"867","TEXTUAL HOLDINGS--SUPPLEMENTARY MATERIAL","TEXTUAL HOLDINGS--SUPPLEMENTARY MATERIAL","1","0","0","","","","ILL"
"868","TEXTUAL HOLDINGS--INDEXES","TEXTUAL HOLDINGS--INDEXES","1","0","0","","","","ILL"
"870","VARIANT PERSONAL NAME (SE) [OBSOLETE]","VARIANT PERSONAL NAME (SE) [OBSOLETE]","1","0","0","","","","ILL"
"871","VARIANT CORPORATE NAME (SE)[OBSOLETE]","VARIANT CORPORATE NAME (SE)[OBSOLETE]","1","0","0","","","","ILL"
"872","VARIANT CONFERENCE OR MEETING NAME (SE) [OBSOLETE]","VARIANT CONFERENCE OR MEETING NAME (SE) [OBSOLETE]","1","0","0","","","","ILL"
"873","VARIANT UNIFORM TITLE HEADING (SE) [OBSOLETE]","VARIANT UNIFORM TITLE HEADING (SE) [OBSOLETE]","1","0","0","","","","ILL"
"876","ITEM INFORMATION--BASIC BIBLIOGRAPHIC UNIT","ITEM INFORMATION--BASIC BIBLIOGRAPHIC UNIT","1","0","0","","","","ILL"
"877","ITEM INFORMATION--SUPPLEMENTARY MATERIAL","ITEM INFORMATION--SUPPLEMENTARY MATERIAL","1","0","0","","","","ILL"
"878","ITEM INFORMATION--INDEXES","ITEM INFORMATION--INDEXES","1","0","0","","","","ILL"
"880","ALTERNATE GRAPHIC REPRESENTATION","ALTERNATE GRAPHIC REPRESENTATION","1","0","0","","","","ILL"
"886","FOREIGN MARC INFORMATION FIELD","FOREIGN MARC INFORMATION FIELD","1","0","0","","","","ILL"
"887","NON-MARC INFORMATION FIELD","NON-MARC INFORMATION FIELD","1","0","0","","","","ILL"
"896","LOCAL SERIES ADDED ENTRY--PERSONAL NAME (RLIN)","LOCAL SERIES ADDED ENTRY--PERSONAL NAME (RLIN)","1","0","0","","","","ILL"
"897","LOCAL SERIES ADDED ENTRY--CORPORATE NAME (RLIN)","LOCAL SERIES ADDED ENTRY--CORPORATE NAME (RLIN)","1","0","0","","","","ILL"
"898","LOCAL SERIES ADDED ENTRY--MEETING NAME (RLIN)","LOCAL SERIES ADDED ENTRY--MEETING NAME (RLIN)","1","0","0","","","","ILL"
"899","LOCAL SERIES ADDED ENTRY--UNIFORM TITLE (RLIN)","LOCAL SERIES ADDED ENTRY--UNIFORM TITLE (RLIN)","1","0","0","","","","ILL"
"900","EQUIVALENCE OR CROSS-REFERENCE-PERSONAL NAME [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-PERSONAL NAME [LOCAL, CANADA]","1","0","0","","","","ILL"
"901","LOCAL DATA ELEMENT A, LDA (RLIN)","LOCAL DATA ELEMENT A, LDA (RLIN)","1","0","0","","","","ILL"
"902","LOCAL DATA ELEMENT B, LDB (RLIN)","LOCAL DATA ELEMENT B, LDB (RLIN)","1","0","0","","","","ILL"
"903","LOCAL DATA ELEMENT C, LDC (RLIN)","LOCAL DATA ELEMENT C, LDC (RLIN)","1","0","0","","","","ILL"
"904","LOCAL DATA ELEMENT D, LDD (RLIN)","LOCAL DATA ELEMENT D, LDD (RLIN)","1","0","0","","","","ILL"
"905","LOCAL DATA ELEMENT E, LDE (RLIN)","LOCAL DATA ELEMENT E, LDE (RLIN)","1","0","0","","","","ILL"
"906","LOCAL DATA ELEMENT F, LDF (RLIN)","LOCAL DATA ELEMENT F, LDF (RLIN)","1","0","0","","","","ILL"
"907","LOCAL DATA ELEMENT G, LDG (RLIN)","LOCAL DATA ELEMENT G, LDG (RLIN)","1","0","0","","","","ILL"
"908","PUT COMMAND PARAMETER (RLIN)","PUT COMMAND PARAMETER (RLIN)","0","0","0","","","","ILL"
"910","USER-OPTION DATA (OCLC)","USER-OPTION DATA (OCLC)","0","0","0","","","","ILL"
"911","EQUIVALENCE OR CROSS-REFERENCE-CONFERENCE OR MEETING NAME [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-CONFERENCE OR MEETING NAME [LOCAL, CANADA]","1","0","0","","","","ILL"
"930","EQUIVALENCE OR CROSS-REFERENCE-UNIFORM TITLE HEADING [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-UNIFORM TITLE HEADING [LOCAL, CANADA]","1","0","0","","","","ILL"
"936","OCLC/CONSER MISCELLANEOUS DATA (OCLC); PIECE USED FOR CATALOGING (pre-AACR2) (RLIN)","OCLC/CONSER MISCELLANEOUS DATA (OCLC); PIECE USED FOR CATALOGING (pre-AACR2) (RLIN)","0","0","0","","","","ILL"
"940","EQUIVALENCE OR CROSS-REFERENCE--UNIFORM TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--UNIFORM TITLE [OBSOLETE] [CAN/MARC only]","1","0","0","","","","ILL"
"941","EQUIVALENCE OR CROSS-REFERENCE--ROMANIZED TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--ROMANIZED TITLE [OBSOLETE] [CAN/MARC only]","1","0","0","","","","ILL"
"942","ADDED ENTRY ELEMENTS (KOHA)","ADDED ENTRY ELEMENTS (KOHA)","0","0","0","","","","ILL"
"943","EQUIVALENCE OR CROSS-REFERENCE--COLLECTIVE TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--COLLECTIVE TITLE [OBSOLETE] [CAN/MARC only]","1","0","0","","","","ILL"
"945","RECORD CREATOR INFORMATION","RECORD CREATOR INFORMATION","1","0","0","","","","ILL"
"946","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","0","","","","ILL"
"947","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","0","","","","ILL"
"948","LOCAL PROCESSING INFORMATION (OCLC); SERIES PART DESIGNATOR (RLIN)","LOCAL PROCESSING INFORMATION (OCLC); SERIES PART DESIGNATOR (RLIN)","1","0","0","","","","ILL"
"949","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","0","","","","ILL"
"950","LOCAL HOLDINGS (RLIN)","LOCAL HOLDINGS (RLIN)","1","0","0","","","","ILL"
"951","EQUIVALENCE OR CROSS-REFERENCE--GEOGRAPHIC NAME/AREA NAME [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE-GEOGRAPHIC NAME/AREA NAME [OBSOLETE] [CAN/MARC only]","1","0","0","","","","ILL"
"952","LOCATION AND ITEM INFORMATION (KOHA)","LOCATION AND ITEM INFORMATION (KOHA)","1","0","0","","","","ILL"
"955","COPY-LEVEL INFORMATION (RLIN)","COPY-LEVEL INFORMATION (RLIN)","1","0","0","","","","ILL"
"956","LOCAL ELECTRONIC LOCATION AND ACCESS (OCLC)","LOCAL ELECTRONIC LOCATION AND ACCESS (OCLC)","1","0","0","","","","ILL"
"960","PHYSICAL LOCATION (RLIN)","PHYSICAL LOCATION (RLIN)","1","0","0","","","","ILL"
"967","ADDITIONAL ESTC CODES (RLIN)","ADDITIONAL ESTC CODES (RLIN)","1","0","0","","","","ILL"
"980","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--PERSONAL NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--PERSONAL NAME/TITLE [LOCAL, CANADA]","1","0","0","","","","ILL"
"981","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CORPORATE NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CORPORATE NAME/TITLE [LOCAL, CANADA]","1","0","0","","","","ILL"
"982","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CONFERENCE OR MEETING NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CONFERENCE OR MEETING NAME/TITLE [LOCAL, CANADA]","1","0","0","","","","ILL"
"983","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--TITLE/UNIFORM TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE--SERIES STATEMENT-TITLE/UNIFORM TITLE [LOCAL, CANADA]","1","0","0","","","","ILL"
"984","WLN AUTOMATIC HOLDINGS STATEMENT (OCLC)","WLN AUTOMATIC HOLDINGS STATEMENT (OCLC)","1","0","0","","","","ILL"
"987","LOCAL ROMANIZATION/CONVERSION HISTORY (OCLC)","LOCAL ROMANIZATION/CONVERSION HISTORY (OCLC)","1","0","0","","","","ILL"
"990","EQUIVALENCES OR CROSS-REFERENCES [LOCAL, CANADA]","EQUIVALENCES OR CROSS-REFERENCES [LOCAL, CANADA]","1","0","0","","","","ILL"
"995","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","1","0","0","","","","ILL"
"998","LOCAL CONTROL INFORMATION (RLIN)","LOCAL CONTROL INFORMATION (RLIN)","1","0","0","","","","ILL"
"999","SYSTEM CONTROL NUMBERS (KOHA)","SYSTEM CONTROL NUMBERS (KOHA)","1","0","0","","","","ILL"

"#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#"

"tagfield","tagsubfield","liblibrarian","libopac","repeatable","mandatory","important","kohafield","tab","authorised_value","authtypecode","value_builder","isurl","hidden","frameworkcode","seealso","link","defaultvalue","maxlength","display_order"
"000","@","fixed length control field","fixed length control field","0","1","0","","0","","","marc21_leader.pl","0","0","ILL","","","","24","0"
"001","@","control field","control field","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"003","@","control field","control field","0","0","0","","0","","","marc21_orgcode.pl","0","0","ILL","","","","9999","0"
"005","@","control field","control field","0","1","0","","0","","","marc21_field_005.pl","0","0","ILL","","","","9999","0"
"006","@","fixed length control field","fixed length control field","0","0","0","","0","","","marc21_field_006.pl","0","-1","ILL","","","","9999","0"
"007","@","fixed length control field","fixed length control field","0","0","0","","0","","","marc21_field_007.pl","0","0","ILL","","","","9999","0"
"008","@","fixed length control field","fixed length control field","0","1","0","","0","","","marc21_field_008.pl","0","0","ILL","","","","9999","0"
"009","@","fixed length control field","fixed length control field","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"010","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"010","a","LC control number","LC control number","0","0","0","biblioitems.lccn","0","","","","0","0","ILL","","","","9999","0"
"010","b","NUCMC control number","NUCMC control number","1","0","0","","0","","","","0","-1","ILL","","","","9999","0"
"010","z","Canceled/invalid LC control number","Canceled/invalid LC control number","1","0","0","","0","","","","0","-1","ILL","","","","9999","0"
"011","a","LC control number","LC control number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","a","Number","Number","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","b","Country","Country","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","c","Type of number","Type of number","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","d","Date","Date","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","e","Status","Status","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"013","f","Party to document","Party to document","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"015","2","Source","Source","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"015","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"015","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"015","a","National bibliography number","National bibliography number","1","0","0","","0","","","","0","0","ILL","","","","9999","0"
"015","q","Qualifying information","Qualifying information","1","0","0","","0","","","","0","0","ILL","","","","9999","0"
"016","2","Source","Source","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"016","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"016","a","Record control number","Record control number","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"016","z","Canceled or invalid record control number","Canceled or invalid record control number","1","0","0","","0","","","","0","-1","ILL","","","","9999","0"
"017","2","Source","Source","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"017","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"017","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"017","a","Copyright or legal deposit number","Copyright or legal deposit number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"017","b","Assigning agency","Assigning agency","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"017","d","Date","Date","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"017","i","Display text","Display text","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"018","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"018","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"018","a","Copyright article-fee code","Copyright article-fee code","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"01e","a","Coded field error","Coded field error","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"020","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"020","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"020","a","International Standard Book Number","International Standard Book Number","0","0","0","biblioitems.isbn","0","","","","0","0","ILL","","","","9999","0"
"020","c","Terms of availability","Terms of availability","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"020","q","Qualifying information","Qualifying information","1","0","0","","0","","","","0","0","ILL","","","","9999","0"
"020","z","Cancelled/invalid ISBN","Cancelled/invalid ISBN","1","0","0","","0","","","","0","-1","ILL","","","","9999","0"
"022","2","Source","Source","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"022","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"022","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"022","a","International Standard Serial Number","International Standard Serial Number","0","0","0","biblioitems.issn","0","","","","0","0","ILL","","","","9999","0"
"022","y","Incorrect ISSN","Incorrect ISSN","1","0","0","","0","","","","0","-1","ILL","","","","9999","0"
"022","z","Canceled ISSN","Canceled ISSN","1","0","0","","0","","","","0","-1","ILL","","","","9999","0"
"023","a","Standard film number","Standard film number","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"024","2","Source of number or code","Source of number or code","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"024","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"024","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"024","a","Standard number or code","Standard number or code","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"024","b","Additional codes following the standard number [OBSOLETE]","Additional codes following the standard number [OBSOLETE]","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"024","c","Terms of availability","Terms of availability","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"024","d","Additional codes following the standard number or code","Additional codes following the standard number or code","0","0","0","","0","","","","0","0","ILL","","","","9999","0"
"024","q","Qualifying information","Qualifying information","1","0","0","","0","","","","0","0","ILL","","","","9999","0"
"024","z","Canceled/invalid standard number or code","Canceled/invalid standard number or code","1","0","0","","0","","","","0","-1","ILL","","","","9999","0"
"025","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"025","a","Overseas acquisition number","Overseas acquisition number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","2","Source","Source","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","5","Institution to which field applies","Institution to which field applies","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","a","First and second groups of characters","First and second groups of characters","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","b","Third and fourth groups of characters","Third and fourth groups of characters","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","c","Date","Date","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","d","Number of volume or part","Number of volume or part","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"026","e","unparsed fingerprint","unparsed fingerprint","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"027","6","Linkage","Linkage","0","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"027","8","Field link and sequence number","Field link and sequence number","1","0","0","","0","","","","0","-6","ILL","","","","9999","0"
"027","a","Standard technical report number","Standard technical report number","0","0","0","","0","","","","0","-1","ILL","","","","9999","0"
